Voltage(V),chargeCapacity,Current(A),Temperature (C)_1,Temperature (C)_2
3.601070404,0.041544558,0.025120446,30.49110031,30.49469948
3.601070404,0.04157148,0.024743093,30.41662407,30.42001152
3.600762844,0.041598238,0.024554417,30.49110031,30.49469948
3.601070404,0.041624679,0.02436574,30.41662407,30.52515221
3.601070404,0.041650882,0.024177063,30.49110031,30.53893089
3.601070404,0.041676874,0.023988387,30.31168747,30.46424675
3.600762844,0.041702724,0.023422357,30.46064568,30.61361122
3.601070404,0.041728391,0.023422357,30.43019104,30.50847816
3.601070404,0.041753883,0.02323368,30.32525635,30.40333557
3.600762844,0.041779072,0.023045003,30.38617134,30.50847816
3.601070404,0.041804264,0.022667648,30.43019104,30.50847816
3.601070404,0.041829177,0.022667648,30.43019104,30.5831604
3.600762844,0.041853885,0.022478972,30.3997364,30.50847816
3.600762844,0.041878392,0.022101618,30.32525635,30.47802544
3.600762844,0.041902701,0.022101618,30.35571098,30.47802544
3.600762844,0.041926771,0.021912942,30.3997364,30.50847816
3.600762844,0.041950721,0.021535588,30.36928368,30.47802544
3.601070404,0.041974601,0.021346912,30.36928368,30.44757462
3.601070404,0.041998236,0.021158235,30.36928368,30.55270958
3.601070404,0.042021724,0.021158235,30.29480171,30.55270958
3.601070404,0.042045054,0.020969559,30.36928368,30.52226067
3.600762844,0.042068135,0.020969559,30.36928368,30.59694481
3.601070404,0.042091182,0.020780882,30.41330719,30.5664959
3.600762844,0.04211388,0.020592205,30.48778152,30.59694481
3.601070404,0.042136564,0.020214852,30.41330719,30.59694481
3.601070404,0.042158957,0.020214852,30.36928368,30.59694481
3.601070404,0.042181158,0.020026173,30.27791977,30.49181175
3.601070404,0.042203222,0.019837497,30.41330719,30.52226067
3.601070404,0.042225178,0.019837497,30.41330719,30.49181175
3.600762844,0.042247031,0.01964882,30.48778152,30.64117432
3.601070404,0.042268796,0.019460144,30.50135612,30.44470596
3.601070404,0.042290368,0.019460144,30.27791977,30.50560188
3.601070404,0.042311875,0.01908279,30.50135612,30.47515106
3.601070404,0.042333285,0.018705437,30.47090721,30.54983521
3.600762844,0.042354519,0.018705437,30.53180122,30.54983521
3.601070404,0.042375646,0.018894114,30.21701241,30.58028412
3.600762844,0.042396637,0.018328084,30.44046021,30.54983521
3.601070404,0.042417467,0.018328084,30.55895424,30.44470596
3.601070404,0.042438169,0.018139407,30.48448563,30.47515106
3.601070404,0.04245875,0.01795073,30.44046021,30.44470596
3.600762844,0.042479163,0.01795073,30.21701241,30.51939201
3.601070404,0.042499477,0.01795073,30.52851105,30.48894501
3.601070404,0.042519627,0.017573377,30.55895424,30.44470596
3.601070404,0.042539664,0.017762054,30.48448563,30.56362915
3.601070404,0.042559584,0.017573377,30.55895424,30.45849991
3.600762844,0.042579373,0.0173847,30.42359352,30.32291603
3.600762844,0.042599073,0.017196024,30.52851105,30.50274277
3.601070404,0.042618601,0.017007347,30.37956047,30.45849991
3.600762844,0.042638111,0.017007347,30.42359352,30.56362915
3.600762844,0.042657559,0.016818669,30.37956047,30.42805481
3.600762844,0.042676828,0.016818669,30.54209518,30.50274277
3.600762844,0.042695921,0.016818669,30.52851105,30.53318596
3.601070404,0.042715018,0.016441315,30.49806595,30.56362915
3.601070404,0.042733935,0.016441315,30.46762466,30.50274277
3.600762844,0.042752754,0.016441315,30.54209518,30.42805481
3.601070404,0.042771474,0.016252639,30.24418259,30.39761162
3.600762844,0.042790079,0.016063962,30.49806595,30.50274277
3.600762844,0.042808571,0.015875285,30.49806595,30.50274277
3.600762844,0.042826945,0.015875285,30.54209518,30.32291603
3.601070404,0.042845155,0.015686609,30.46762466,30.50274277
3.601378202,0.042863379,0.015875285,30.46762466,30.39761162
3.601070404,0.0428814,0.015309256,30.54209518,30.47229958
3.601070404,0.04289926,0.015309256,30.46762466,30.42805481
3.601070404,0.042917124,0.015309256,30.61656189,30.53318596
3.601070404,0.042934957,0.015120579,30.5116539,30.50274277
3.600762844,0.04295267,0.015120579,30.61656189,30.39761162
3.601070404,0.042970292,0.015309256,30.46762466,30.45849991
3.600762844,0.042987767,0.014931902,30.57253456,30.39761162
3.601070404,0.043005251,0.014743226,30.39315033,30.39761162
3.601070404,0.043022611,0.014931902,30.5116539,30.36716652
3.600762844,0.043039871,0.014931902,30.61656189,30.42805481
3.601070404,0.043057033,0.014554548,30.25777435,30.44185829
3.600762844,0.043074064,0.014743226,30.5116539,30.47229958
3.601070404,0.043091064,0.014554548,30.48121262,30.44185829
3.600762844,0.043108027,0.014365871,30.58612251,30.44185829
3.601070404,0.043124839,0.014365871,30.5116539,30.44185829
3.601070404,0.043141537,0.014177195,30.48121262,30.33671951
3.600762844,0.043158157,0.014177195,30.58612251,30.54698563
3.601070404,0.043174653,0.013988518,30.63014793,30.44185829
3.600762844,0.043191132,0.013988518,30.55568314,30.4114151
3.601070404,0.043207577,0.013799842,30.58612251,30.33671951
3.601070404,0.043223897,0.013799842,30.63014793,30.4114151
3.601070404,0.043240101,0.013799842,30.48121262,30.4114151
3.600762844,0.04325621,0.013799842,30.55568314,30.33671951
3.601070404,0.043272234,0.013422488,30.58612251,30.38097
3.600762844,0.043288156,0.013422488,30.52524376,30.4114151
3.601070404,0.043303999,0.013233811,30.45076942,30.44185829
3.601070404,0.043319784,0.013233811,30.55568314,30.48610306
3.600762844,0.043335528,0.013233811,30.63014793,30.4114151
3.600762844,0.043351214,0.013045134,30.63014793,30.48610306
3.601070404,0.043366823,0.013233811,30.59970856,30.4114151
3.600762844,0.043382388,0.012856457,30.63014793,30.4114151
3.600762844,0.043397858,0.012856457,30.59970856,30.33671951
3.601070404,0.043413256,0.012856457,30.52524376,30.38097
3.600762844,0.04342853,0.012856457,30.55568314,30.45565987
3.601070404,0.043443798,0.012856457,30.55568314,30.38097
3.600762844,0.043459021,0.012667781,30.63014793,30.45565987
3.600762844,0.043474115,0.012667781,30.63014793,30.48610306
3.601070404,0.043489143,0.012667781,30.7046051,30.4114151
3.601070404,0.043504105,0.012479104,30.59970856,30.4114151
3.601070404,0.043518988,0.012290427,30.55568314,30.33671951
3.600762844,0.043533802,0.012101751,30.63014793,30.38097
3.601070404,0.043548537,0.012101751,30.67416954,30.38097
3.601070404,0.043563202,0.012101751,30.52524376,30.30627441
3.601070404,0.043577835,0.011913074,30.63014793,30.4114151
3.600762844,0.043592398,0.011913074,30.63014793,30.38097
3.601070404,0.043606895,0.011913074,30.52524376,30.38097
3.601070404,0.043621321,0.012101751,30.63014793,30.45565987
3.600762844,0.043635653,0.011913074,30.63014793,30.48610306
3.601070404,0.043649858,0.011724398,30.59970856,30.38097
3.600762844,0.043654333,0.01153572,30.59970856,30.38097
3.594299555,0.043654333,0.01153572,30.59970856,30.4114151
3.591221809,0.043654333,0.011724398,30.59970856,30.38097
3.588759661,0.043654333,0.011724398,30.67416954,30.45565987
3.58660531,0.043654333,0.011347043,30.59970856,30.38097
3.584143162,0.043654333,0.011347043,30.59970856,30.38097
3.58260417,0.043654333,0.011347043,30.7046051,30.45565987
3.580757618,0.043654333,0.011158367,30.59970856,30.45565987
3.578911066,0.043654333,0.011158367,30.59970856,30.45565987
3.577372074,0.043654333,0.011158367,30.52524376,30.38097
3.575833321,0.043654333,0.01096969,30.63014793,30.38097
3.574602127,0.043654333,0.011158367,30.63014793,30.38097
3.573371172,0.043654333,0.01096969,30.59970856,30.48610306
3.57183218,0.043654333,0.011158367,30.67416954,30.30627441
3.570909023,0.043654333,0.01096969,30.59970856,30.45565987
3.56967783,0.043654333,0.010781013,30.67416954,30.38097
3.568754673,0.043654333,0.010781013,30.63014793,30.45565987
3.567523479,0.043654333,0.010781013,30.59970856,30.56078911
3.566907883,0.043654333,0.010592337,30.59970856,30.45565987
3.565676928,0.043654333,0.010592337,30.59970856,30.38097
3.564753532,0.043654333,0.010592337,30.59970856,30.38097
3.564137936,0.043654333,0.010592337,30.64373207,30.38097
3.563214779,0.043654333,0.010592337,30.67416954,30.38097
3.562291384,0.043654333,0.01040366,30.67416954,30.2758255
3.561367989,0.043654333,0.01040366,30.59970856,30.38097
3.56075263,0.043654333,0.01040366,30.52524376,30.30627441
3.560137033,0.043654333,0.010214983,30.64373207,30.3505249
3.559521437,0.043654333,0.010214983,30.67416954,30.45565987
3.55890584,0.043654333,0.010214983,30.7486248,30.30627441
3.557982683,0.043654333,0.009837629,30.67416954,30.38097
3.557367086,0.043654333,0,30.67416954,30.30627441
3.557059288,0.043654333,0,30.53883362,30.2758255
3.556135893,0.043654333,0,30.73178291,30.3505249
3.555520535,0.043654333,0,30.71818924,30.2758255
3.555212736,0.043654333,0,30.7926445,30.32008171
3.554597139,0.043654333,0,30.71818924,30.20112228
3.553981543,0.043654333,0,30.58286285,30.2453804
3.553365946,0.043654333,0,30.64373207,30.20112228
3.552750587,0.043654333,0,30.65732384,30.14022636
3.552442789,0.043654333,0,30.53883362,30.2149353
3.552134991,0.043654333,0,30.62689209,30.25919533
3.551519394,0.043654333,0,30.58286285,30.20112228
3.550903797,0.043654333,0,30.42359352,30.23440933
3.54998064,0.043654333,0,30.41662407,30.07695198
3.549672842,0.043654333,0,30.55871773,30.18798447
3.549672842,0.043654333,0,30.54857445,30.20767021
3.549057245,0.043654333,0,30.71786499,30.30211067
3.548749447,0.043654333,0,30.57239723,30.42404175
3.548441648,0.043654333,0,30.751791,30.4545269
3.54813385,0.043654333,0,30.63335419,30.41031837
3.547518492,0.043654333,0,30.57586479,30.53225327
3.547210693,0.043654333,0,30.61984825,30.44080162
3.546595097,0.043654333,0,30.79576683,30.4545269
3.546595097,0.043654333,0,30.82624054,30.42404175
3.5459795,0.043654333,0,30.80927658,30.49873161
3.545056343,0.043654333,0,30.94120598,30.46523285
3.545056343,0.043654333,0,30.95130157,30.35707092
3.544748545,0.043654333,0,30.82947159,30.60863113
3.544440746,0.043654333,0,30.84300232,30.65284348
3.544440746,0.043654333,0,30.85654259,30.6361351
3.544132948,0.043654333,0,30.79227829,30.49760437
3.527821064,0.043654333,0,30.88027763,30.4809227
3.525974512,0.043654333,0,30.78894234,30.56938171
3.52443552,0.043654333,0,30.75849724,30.46424675
3.522588968,0.043654333,0,30.81606674,30.44757462
3.521357775,0.043654333,0,30.76875496,30.40045929
3.519819021,0.043654333,0,30.82963562,30.47515106
3.518280268,0.043654333,0,30.751894,30.30911064
3.517049074,0.043654333,0,30.72145653,30.48894501
3.515510321,0.043654333,0,30.7486248,30.33671951
3.514279127,0.043654333,0,30.63014793,30.30627441
3.51335597,0.043654333,0,30.64373207,30.3505249
3.512124777,0.043654333,0,30.76221466,30.3505249
3.510893583,0.043654333,0,30.77580643,30.28963661
3.509662628,0.043654333,0,30.77580643,30.1844902
3.508739233,0.043654333,0,30.77580643,30.40859222
3.507816076,0.043654333,0,30.77580643,30.25919533
3.506277084,0.043654333,0,30.74537468,30.22874832
3.505046129,0.043654333,0,30.68451881,30.22874832
3.503814936,0.043654333,0,30.68451881,30.16786385
3.502891541,0.043654333,0,30.75897408,30.31727219
3.501660585,0.043654333,0,30.65408897,30.31727219
3.50073719,0.043654333,0,30.59970856,30.30627441
3.499506235,0.043654333,0,30.7416153,30.29818726
3.498890638,0.043654333,0,30.52489281,30.36491966
3.497659445,0.043654333,0,30.71102905,30.26564789
3.496736288,0.043654333,0,30.74833679,30.34632683
3.495812893,0.043654333,0,30.79576683,30.34934807
3.494889498,0.043654333,0,30.70781136,30.41031837
3.493658543,0.043654333,0,30.74176788,30.48805618
3.493042946,0.043654333,-0.050009843,30.89066505,30.59322548
3.491811991,0.043654333,-0.050006326,30.78574181,30.51854324
3.491196394,0.043654333,-0.050009843,30.80272675,30.51854324
3.4899652,0.043654333,-0.050006326,30.74176788,30.57951546
3.489349842,0.043654333,-0.050009843,30.60634613,30.65419197
3.488118649,0.043654333,-0.050009843,30.63682938,30.68467712
3.487503052,0.043654333,-0.050009843,30.78574181,30.51854324
3.486272097,0.043654333,-0.050009843,30.86018944,30.61000252
3.4856565,0.043654333,-0.050009843,30.68080521,30.5490303
3.484733105,0.043654333,-0.050009843,30.96510506,30.57951546
3.484117746,0.043654333,-0.050009843,30.74176788,30.5490303
3.482886553,0.043654333,-0.050009843,30.92114067,30.62370872
3.481963158,0.043654333,-0.050009843,30.82971191,30.51854324
3.481040001,0.043654333,-0.050009843,30.77224731,30.57951546
3.480732203,0.043654333,-0.050009843,30.95161629,30.65419197
3.479501009,0.043654333,-0.050006326,30.93463135,30.5490303
3.478577852,0.043654333,-0.050009843,30.96510506,30.5490303
3.477962255,0.043654333,-0.050009843,30.92114067,30.53225327
3.47703886,0.043654333,-0.050009843,30.75526237,30.59322548
3.476115704,0.043654333,-0.050009843,30.89066505,30.62370872
3.475500107,0.043654333,-0.050009843,30.93463135,30.51854324
3.475192308,0.043654333,-0.050009843,30.96510506,30.56274033
3.473961115,0.043654333,-0.050009843,30.90415573,30.51854324
3.473037958,0.043654333,-0.050009843,30.97859573,30.56274033
3.472114563,0.043654333,-0.050009843,30.99557877,30.53225327
3.471806765,0.043654333,-0.050009843,30.90415573,30.59322548
3.470883608,0.043654333,-0.050006326,30.86018944,30.56274033
3.469652414,0.043654333,-0.05001336,30.93463135,30.53225327
3.469344616,0.043654333,-0.050009843,30.82971191,30.59322548
3.468421221,0.043654333,-0.050009843,30.97859573,30.53225327
3.467498064,0.043654333,-0.050009843,30.87368393,30.50177002
3.466574669,0.043654333,-0.050006326,30.88718224,30.56274033
3.46626687,0.043654333,-0.050009843,30.90415573,30.50177002
3.465343714,0.043654333,-0.050009843,30.97859573,30.56274033
3.464728117,0.043654333,-0.050009843,30.87368393,30.53225327
3.463804722,0.043654333,-0.050009843,30.87368393,30.50177002
3.463496923,0.043654333,-0.050009843,30.94812393,30.50177002
3.462573767,0.043654333,-0.050009843,30.91765594,30.50177002
3.46195817,0.043654333,-0.050009843,30.7687645,30.50177002
3.461034775,0.043654333,-0.050009843,30.84321213,30.47128868
3.460419178,0.043654333,-0.050009843,30.91765594,30.54597473
3.45980382,0.043654333,-0.050009843,30.88718224,30.47128868
3.458880424,0.043654333,-0.050006326,30.88718224,30.54597473
3.458264828,0.043654333,-0.05001336,30.88718224,30.47128868
3.457649469,0.043654333,-0.05001336,30.84321213,30.44080162
3.457033873,0.043654333,-0.05001336,30.88718224,30.54597473
3.456418276,0.043654333,-0.050009843,30.81273651,30.47128868
3.455802679,0.043654333,-0.050009843,30.85671234,30.51549149
3.455494881,0.043654333,-0.050009843,30.81273651,30.44080162
3.454263926,0.043654333,-0.050009843,30.85671234,30.48500633
3.453956127,0.043654333,-0.050009843,30.85671234,30.51549149
3.453032732,0.043654333,-0.050009843,30.85671234,30.51549149
3.452724934,0.043654333,-0.050009843,30.85671234,30.4545269
3.451493979,0.043654333,-0.05001336,30.90068626,30.48500633
3.45118618,0.043654333,-0.050009843,30.90068626,30.4545269
3.450878382,0.043654333,-0.050009843,30.79576683,30.4545269
3.449954987,0.043654333,-0.050009843,30.87021637,30.4545269
3.44903183,0.043654333,-0.050009843,30.97512627,30.4545269
3.448416233,0.043654333,-0.050009843,30.87021637,30.4545269
3.448108435,0.043654333,-0.050009843,30.90068626,30.4545269
3.447492838,0.043654333,-0.050009843,30.94465828,30.42404175
3.446569681,0.043654333,-0.050009843,30.87021637,30.42404175
3.445954084,0.043654333,-0.050009843,30.94465828,30.57341385
3.445646286,0.043654333,-0.050009843,30.87021637,30.49873161
3.445030689,0.043654333,-0.050009843,30.87021637,30.57341385
3.444415331,0.043654333,-0.050009843,30.87021637,30.49873161
3.443799734,0.043654333,-0.050009843,30.94465828,30.49873161
3.443491936,0.043654333,-0.050009843,30.91418839,30.52921295
3.442568541,0.043654333,-0.050009843,31.01909447,30.46825027
3.441952944,0.043654333,-0.050009843,30.91418839,30.51245689
3.441029787,0.043654333,-0.050009843,30.85325432,30.54293442
3.441029787,0.043654333,-0.050009843,30.88372231,30.48197746
3.44041419,0.043654333,-0.050009843,30.88372231,30.51245689
3.439798594,0.043654333,-0.05001336,30.82278824,30.55666161
3.439490795,0.043654333,-0.050009843,31.0765686,30.48197746
3.438567638,0.043654333,-0.050009843,30.97167206,30.48197746
3.437952042,0.043654333,-0.050016876,31.04610825,30.45150185
3.437336445,0.043654333,-0.050016876,31.04610825,30.5261879
3.436720848,0.043654333,-0.050009843,31.01564407,30.49570847
3.436413288,0.043654333,-0.050009843,31.09007645,30.46523285
3.435797691,0.043654333,-0.050009843,30.98518372,30.60087013
3.435489893,0.043654333,-0.050009843,30.91074562,30.49570847
3.434874296,0.043654333,-0.050009843,31.05961609,30.58412933
3.434258699,0.043654333,-0.050009843,30.95472336,30.46523285
3.433643341,0.043654333,-0.050009843,30.89380074,30.57039452
3.433027744,0.043654333,-0.050006326,31.07312965,30.43475914
3.432719946,0.043654333,-0.05001336,30.92426109,30.40427971
3.432104349,0.043654333,-0.05001336,30.96823883,30.43475914
3.431488752,0.043654333,-0.050009843,30.89380074,30.39054298
3.431181192,0.043654333,-0.050009843,30.89380074,30.46223831
3.430565596,0.043654333,-0.05001336,30.90731812,30.49271202
3.4296422,0.043654333,-0.050009843,30.90731812,30.35707092
3.4296422,0.043654333,-0.050009843,30.93778038,30.49271202
3.429026604,0.043654333,-0.050009843,30.95130157,30.46223831
3.428718805,0.043654333,-0.050009843,30.90731812,30.40129471
3.427795649,0.043654333,-0.050009843,30.99528313,30.32659912
3.427180052,0.043654333,-0.050009843,30.92084312,30.53692245
