Voltage(V),chargeCapacity,Current(A),Temperature (C)_1,Temperature (C)_2
3.317305803,0.043654333,-0.050009843,30.99209595,30.47128868
3.317613602,0.043654333,-0.050009843,30.97859573,30.53225327
3.317613602,0.043654333,-0.050009843,30.94812393,30.44080162
3.317305803,0.043654333,-0.050009843,30.94812393,30.44080162
3.317305803,0.043654333,-0.050009843,30.91765594,30.44080162
3.317305803,0.043654333,-0.05001336,30.88718224,30.41031837
3.317613602,0.043654333,-0.050009843,30.91765594,30.41031837
3.317613602,0.043654333,-0.050009843,30.85671234,30.47128868
3.317305803,0.043654333,-0.050009843,30.82624054,30.41031837
3.317613602,0.043654333,-0.050009843,30.93115616,30.51549149
3.317305803,0.043654333,-0.050009843,30.90068626,30.44080162
3.317305803,0.043654333,-0.050009843,30.82624054,30.41031837
3.317305803,0.043654333,-0.05001336,30.82624054,30.4545269
3.317305803,0.043654333,-0.050009843,30.82624054,30.4545269
3.317613602,0.043654333,-0.050009843,30.79576683,30.4545269
3.317305803,0.043654333,-0.05001336,30.90068626,30.41031837
3.316998243,0.043654333,-0.050009843,30.87021637,30.42404175
3.317613602,0.043654333,-0.050009843,30.82624054,30.37983322
3.317305803,0.043654333,-0.05001336,30.90068626,30.4545269
3.316998243,0.043654333,-0.05001336,30.94465828,30.42404175
3.317613602,0.043654333,-0.050009843,30.87021637,30.42404175
3.317305803,0.043654333,-0.050009843,30.87021637,30.42404175
3.317613602,0.043654333,-0.050009843,30.87021637,30.4545269
3.317305803,0.043654333,-0.050009843,30.97512627,30.4545269
3.317305803,0.043654333,-0.050009843,30.94465828,30.37983322
3.317613602,0.043654333,-0.05001336,30.87021637,30.34934807
3.317305803,0.043654333,-0.050009843,30.94465828,30.42404175
3.317305803,0.043654333,-0.050009843,30.94465828,30.37983322
3.317305803,0.043654333,-0.050009843,30.87021637,30.42404175
3.317305803,0.043654333,-0.050009843,30.87021637,30.49873161
3.317305803,0.043654333,-0.050009843,30.87021637,30.52921295
3.317305803,0.043654333,-0.050009843,30.94465828,30.49873161
3.317613602,0.043654333,-0.050009843,30.87021637,30.49873161
3.317305803,0.043654333,-0.050009843,30.91418839,30.57341385
3.317305803,0.043654333,-0.050009843,30.91418839,30.54293442
3.317613602,0.043654333,-0.050009843,30.94465828,30.49873161
3.317305803,0.043654333,-0.050009843,30.95816231,30.54293442
3.317305803,0.043654333,-0.050009843,30.88372231,30.51245689
3.317305803,0.043654333,-0.050009843,30.95816231,30.46825027
3.317613602,0.043654333,-0.050009843,31.13748932,30.51245689
3.317305803,0.043654333,-0.050009843,30.89723206,30.51245689
3.316998243,0.043654333,-0.050009843,30.97167206,30.48197746
3.317305803,0.043654333,-0.050009843,31.04610825,30.45150185
3.317305803,0.043654333,-0.050009843,31.00213623,30.37681007
3.316998243,0.043654333,-0.050009843,31.04610825,30.45150185
3.317305803,0.043654333,-0.05001336,31.09007645,30.42102051
3.317613602,0.043654333,-0.050009843,31.04610825,30.42102051
3.317305803,0.043654333,-0.05001336,31.09007645,30.49570847
3.317305803,0.043654333,-0.050009843,30.94120598,30.49570847
3.317305803,0.043654333,-0.050009843,31.19495964,30.42102051
3.317305803,0.043654333,-0.050009843,30.98518372,30.46523285
3.317305803,0.043654333,-0.050009843,31.02915955,30.46523285
3.316998243,0.043654333,-0.050009843,30.95472336,30.36006546
3.317305803,0.043654333,-0.050009843,31.02915955,30.43475914
3.317305803,0.043654333,-0.050009843,31.11710548,30.50944519
3.317305803,0.043654333,-0.050009843,30.90731812,30.34332657
3.317305803,0.043654333,-0.05001336,30.95130157,30.37380409
3.317305803,0.043654333,-0.050009843,30.95130157,30.31284904
3.317305803,0.043654333,-0.050009843,30.84640121,30.35707092
3.317305803,0.043654333,-0.050009843,30.95130157,30.50645447
3.317305803,0.043654333,-0.050009843,30.92084312,30.43176651
3.317305803,0.043654333,-0.050009843,30.98175812,30.38754845
3.316998243,0.043654333,-0.050006326,30.92084312,30.50645447
3.316998243,0.043654333,-0.05001336,30.89038467,30.50645447
3.317305803,0.043654333,-0.050009843,30.92084312,30.47598267
3.316998243,0.043654333,-0.05001336,30.89038467,30.32659912
3.317305803,0.043654333,-0.05001336,30.89038467,30.370821
3.317305803,0.043654333,-0.050009843,30.85992813,30.370821
3.317305803,0.043654333,-0.050009843,30.82947159,30.26564789
3.317305803,0.043654333,-0.050009843,30.82947159,30.48973083
3.317305803,0.043654333,-0.050009843,30.85992813,30.3403492
3.317305803,0.043654333,-0.050009843,30.82947159,30.48973083
3.316998243,0.043654333,-0.05001336,30.85992813,30.38457298
3.317305803,0.043654333,-0.05001336,30.93437004,30.41504288
3.317305803,0.043654333,-0.05001336,30.90391541,30.41504288
3.317305803,0.043654333,-0.050009843,30.87345886,30.38457298
3.316998243,0.043654333,-0.050009843,30.90391541,30.45926285
3.316998243,0.043654333,-0.050009843,30.90391541,30.60863113
3.317305803,0.043654333,-0.050009843,30.91744804,30.60863113
3.316998243,0.043654333,-0.050009843,30.84300232,30.47301674
3.316998243,0.043654333,-0.050006326,30.87345886,30.54770088
3.316998243,0.043654333,-0.050009843,30.91744804,30.47301674
3.317305803,0.043654333,-0.05001336,30.88699532,30.47301674
3.316998243,0.043654333,-0.050009843,30.91744804,30.62238121
3.317305803,0.043654333,-0.050009843,30.78209114,30.62238121
3.316998243,0.043654333,-0.050009843,30.85654259,30.48677444
3.316998243,0.043654333,-0.050009843,30.9309845,30.6361351
3.316998243,0.043654333,-0.050009843,30.85654259,30.56145668
3.316998243,0.043654333,-0.050009843,30.85654259,30.56145668
3.317305803,0.043654333,-0.050009843,30.82608986,30.45631218
3.316998243,0.043654333,-0.050009843,31.00542068,30.53099823
3.316998243,0.043654333,-0.050009843,30.90053558,30.50053596
3.316998243,0.043654333,-0.050009843,30.80918121,30.4700737
3.316998243,0.043654333,-0.05001336,30.75163841,30.50053596
3.317305803,0.043654333,-0.05001336,30.79563904,30.50053596
3.316998243,0.043654333,-0.050009843,30.83963394,30.40914726
3.316998243,0.043654333,-0.050009843,30.87008476,30.43961143
3.316998243,0.043654333,-0.05001336,30.87008476,30.4700737
3.316998243,0.043654333,-0.050006326,30.74827766,30.51429749
3.316998243,0.043654333,-0.05001336,30.71782494,30.51429749
3.317305803,0.043654333,-0.050009843,30.71782494,30.34822464
3.316998243,0.043654333,-0.050009843,30.71782494,30.34822464
3.316998243,0.043654333,-0.05001336,30.79227829,30.42291641
3.316998243,0.043654333,-0.050009843,30.91072273,30.49760437
3.316998243,0.043654333,-0.05001336,30.80583,30.46714783
3.316998243,0.043654333,-0.050009843,30.76182747,30.43669128
3.316998243,0.043654333,-0.05001336,30.80583,30.49760437
3.316690445,0.043654333,-0.05001336,30.77538109,30.43669128
3.316998243,0.043654333,-0.050009843,30.92427444,30.43669128
3.316998243,0.043654333,-0.050009843,30.80583,30.43669128
3.316998243,0.043654333,-0.050009843,30.88027763,30.43669128
3.316998243,0.043654333,-0.050009843,30.67047882,30.40623283
3.316998243,0.043654333,-0.05001336,30.77538109,30.52515221
3.316998243,0.043654333,-0.050009843,30.81938744,30.37577438
3.316998243,0.043654333,-0.050009843,30.81938744,30.45046616
3.316998243,0.043654333,-0.050009843,30.59601784,30.49469948
3.316998243,0.043654333,-0.050009843,30.78894234,30.49469948
3.316998243,0.043654333,-0.050009843,30.74493408,30.42001152
3.316998243,0.043654333,-0.05001336,30.74493408,30.52515221
3.317305803,0.043654333,-0.05001336,30.78894234,30.42001152
3.316998243,0.043654333,-0.050009843,30.86338997,30.56938171
3.316998243,0.043654333,-0.050009843,30.78894234,30.42001152
3.316998243,0.043654333,-0.05001336,30.78894234,30.42001152
3.316998243,0.043654333,-0.050009843,30.78894234,30.56938171
3.316998243,0.043654333,-0.050009843,30.89383125,30.56938171
3.316998243,0.043654333,-0.050009843,30.71449089,30.49469948
3.316998243,0.043654333,-0.050009843,30.86338997,30.49469948
3.316998243,0.043654333,-0.050009843,30.83294678,30.56938171
3.316998243,0.043654333,-0.05001336,30.83294678,30.46424675
3.316690445,0.043654333,-0.05001336,30.87694931,30.53893089
3.316998243,0.043654333,-0.050009843,30.90739059,30.50847816
3.316998243,0.043654333,-0.05001336,30.95139313,30.47802544
3.316998243,0.043654333,-0.050009843,30.84650612,30.47802544
3.316998243,0.043654333,-0.05001336,30.96495438,30.55270958
3.316998243,0.043654333,-0.050009843,30.7416153,30.55270958
3.316998243,0.043654333,-0.05001336,30.89051437,30.40333557
3.316998243,0.043654333,-0.050009843,30.96495438,30.47802544
3.316690445,0.043654333,-0.05001336,30.89051437,30.47802544
3.316690445,0.043654333,-0.050009843,30.89051437,30.44757462
3.316998243,0.043654333,-0.050009843,30.81606674,30.52226067
3.316998243,0.043654333,-0.05001336,30.89051437,30.44757462
3.316690445,0.043654333,-0.050009843,30.860075,30.44757462
3.316690445,0.043654333,-0.05001336,30.89051437,30.59694481
3.317305803,0.043654333,-0.050009843,30.860075,30.49181175
3.316998243,0.043654333,-0.05001336,30.93451691,30.41712189
3.316998243,0.043654333,-0.050009843,30.78562546,30.41712189
3.316998243,0.043654333,-0.05001336,30.78562546,30.5664959
3.316690445,0.043654333,-0.050009843,30.89051437,30.49181175
3.316998243,0.043654333,-0.050009843,30.93451691,30.38666916
3.316690445,0.043654333,-0.050009843,30.90407944,30.64117432
3.316998243,0.043654333,-0.05001336,30.93451691,30.5664959
3.316690445,0.043654333,-0.05001336,30.90407944,30.49181175
3.316690445,0.043654333,-0.05001336,30.90407944,30.46136093
3.316690445,0.043654333,-0.05001336,30.87364388,30.54983521
3.316998243,0.043654333,-0.050006326,30.73831749,30.58028412
3.316690445,0.043654333,-0.050009843,30.84320259,30.54983521
3.316998243,0.043654333,-0.050009843,30.70787811,30.54983521
3.316998243,0.043654333,-0.05001336,30.81276894,30.38381004
3.316690445,0.043654333,-0.05001336,30.78232956,30.44470596
3.316690445,0.043654333,-0.05001336,30.78232956,30.41425705
3.316998243,0.043654333,-0.050009843,30.78232956,30.44470596
3.316690445,0.043654333,-0.050009843,30.78232956,30.54983521
3.316998243,0.043654333,-0.05001336,30.751894,30.48894501
3.316998243,0.043654333,-0.05001336,30.67743874,30.45849991
3.316690445,0.043654333,-0.050009843,30.82634354,30.45849991
3.316998243,0.043654333,-0.050009843,30.72145653,30.45849991
3.316998243,0.043654333,-0.050009843,30.8703537,30.50274277
3.316690445,0.043654333,-0.05001336,30.69102097,30.39761162
3.316998243,0.043654333,-0.050009843,30.69102097,30.45849991
3.316690445,0.043654333,-0.050009843,30.79590797,30.42805481
3.316998243,0.043654333,-0.050009843,30.69102097,30.44185829
3.316690445,0.043654333,-0.050009843,30.73504066,30.47229958
3.316998243,0.043654333,-0.050009843,30.77905846,30.36716652
3.316690445,0.043654333,-0.050009843,30.77905846,30.36716652
3.316998243,0.043654333,-0.05001336,30.77905846,30.36716652
3.316690445,0.043654333,-0.05001336,30.7486248,30.38097
3.316382647,0.043654333,-0.050009843,30.7046051,30.4114151
3.316998243,0.043654333,-0.05001336,30.77905846,30.4114151
3.316690445,0.043654333,-0.05001336,30.7486248,30.33671951
3.316690445,0.043654333,-0.050009843,30.853508,30.4114151
3.316998243,0.043654333,-0.050009843,30.77905846,30.4114151
3.316690445,0.043654333,-0.050009843,30.7486248,30.38097
3.316690445,0.043654333,-0.05001336,30.853508,30.4114151
3.316690445,0.043654333,-0.050009843,30.82307625,30.4114151
3.316690445,0.043654333,-0.050009843,30.89752197,30.38097
3.316690445,0.043654333,-0.05001336,30.82307625,30.30627441
3.316998243,0.043654333,-0.050009843,30.7486248,30.38097
3.316998243,0.043654333,-0.05001336,30.82307625,30.38097
3.316690445,0.043654333,-0.05001336,30.82307625,30.45565987
3.316690445,0.043654333,-0.05001336,30.82307625,30.45565987
3.316690445,0.043654333,-0.050009843,30.89752197,30.38097
3.316690445,0.043654333,-0.050009843,30.82307625,30.38097
3.316382647,0.043654333,-0.05001336,30.86709213,30.3505249
3.316690445,0.043654333,-0.050009843,30.89752197,30.3505249
3.316690445,0.043654333,-0.05001336,30.89752197,30.38097
3.316690445,0.043654333,-0.05001336,30.7926445,30.2453804
3.316382647,0.043654333,-0.050009843,30.7926445,30.3505249
3.316690445,0.043654333,-0.05001336,30.7926445,30.3947773
3.316382647,0.043654333,-0.050009843,30.83666229,30.49990845
3.316690445,0.043654333,-0.050009843,30.83666229,30.3505249
3.316382647,0.043654333,-0.050009843,30.86709213,30.3947773
3.316690445,0.043654333,-0.050009843,30.91110611,30.38097
3.316690445,0.043654333,-0.050009843,30.83666229,30.2758255
3.316690445,0.043654333,-0.05001336,30.80623436,30.3947773
3.316690445,0.043654333,-0.05001336,30.80623436,30.42521667
3.316690445,0.043654333,-0.05001336,30.83666229,30.3947773
3.316998243,0.043654333,-0.05001336,30.80623436,30.32008171
3.316690445,0.043654333,-0.050009843,30.80623436,30.28963661
3.316382647,0.043654333,-0.05001336,30.80623436,30.2149353
3.316690445,0.043654333,-0.05001336,30.73178291,30.28963661
3.316690445,0.043654333,-0.050009843,30.80623436,30.32008171
3.316998243,0.043654333,-0.050009843,30.65732384,30.36433411
3.316690445,0.043654333,-0.05001336,30.80623436,30.36433411
3.316690445,0.043654333,-0.05001336,30.74537468,30.51371574
3.316690445,0.043654333,-0.05001336,30.85025406,30.43902969
3.316998243,0.043654333,-0.050009843,30.77580643,30.33389473
3.316690445,0.043654333,-0.05001336,30.77580643,30.48328018
3.316998243,0.043654333,-0.050009843,30.85025406,30.40859222
3.316690445,0.043654333,-0.050009843,30.77580643,30.40859222
3.316690445,0.043654333,-0.050009843,30.85025406,30.33389473
3.316690445,0.043654333,-0.05001336,30.77580643,30.55796432
3.316690445,0.043654333,-0.05001336,30.74537468,30.33389473
3.316690445,0.043654333,-0.05001336,30.77580643,30.33389473
3.316382647,0.043654333,-0.050009843,30.77580643,30.28963661
3.316690445,0.043654333,-0.050009843,30.85025406,30.33389473
3.316690445,0.043654333,-0.05001336,30.74537468,30.48328018
3.316690445,0.043654333,-0.050009843,30.77580643,30.37815094
3.316690445,0.043654333,-0.05001336,30.74537468,30.40859222
3.316690445,0.043654333,-0.050009843,30.81982613,30.45284081
3.316690445,0.043654333,-0.050009843,30.74537468,30.37815094
3.316382647,0.043654333,-0.05001336,30.74537468,30.40859222
3.316690445,0.043654333,-0.050009843,30.71494675,30.40859222
3.316382647,0.043654333,-0.05001336,30.71494675,30.30345154
3.316690445,0.043654333,-0.050009843,30.77580643,30.40859222
3.316074848,0.043654333,-0.050009843,30.81982613,30.52752686
3.316382647,0.043654333,-0.050009843,30.81982613,30.45284081
3.316690445,0.043654333,-0.050006326,30.71494675,30.33389473
3.316382647,0.043654333,-0.050009843,30.71494675,30.40859222
3.316382647,0.043654333,-0.05001336,30.71494675,30.45284081
3.316382647,0.043654333,-0.050009843,30.74537468,30.45284081
3.316382647,0.043654333,-0.05001336,30.85025406,30.22874832
3.316690445,0.043654333,-0.050009843,30.74537468,30.48328018
3.316382647,0.043654333,-0.050009843,30.74537468,30.40859222
3.316690445,0.043654333,-0.05001336,30.71494675,30.37815094
3.316382647,0.043654333,-0.050009843,30.67091942,30.40859222
3.316382647,0.043654333,-0.05001336,30.77580643,30.28963661
3.316690445,0.043654333,-0.050009843,30.73178291,30.33389473
3.316690445,0.043654333,-0.05001336,30.73178291,30.43902969
3.316690445,0.043654333,-0.05001336,30.58286285,30.32008171
3.316382647,0.043654333,-0.050016876,30.83666229,30.3505249
3.316382647,0.043654333,-0.05001336,30.7926445,30.45565987
3.316382647,0.043654333,-0.05001336,30.7486248,30.38097
3.316382647,0.043654333,-0.050009843,30.67416954,30.38097
3.316382647,0.043654333,-0.050009843,30.63014793,30.45565987
3.316382647,0.043654333,-0.05001336,30.63014793,30.38097
3.316382647,0.043654333,-0.05001336,30.73504066,30.36716652
3.316382647,0.043654333,-0.05001336,30.69102097,30.32291603
3.316690445,0.043654333,-0.05001336,30.72145653,30.30911064
3.316690445,0.043654333,-0.05001336,30.72145653,30.41425705
3.316690445,0.043654333,-0.050016876,30.60297585,30.38381004
3.316382647,0.043654333,-0.050020393,30.76875496,30.43091202
3.316382647,0.043654333,-0.050009843,30.82963562,30.49181175
3.316690445,0.043654333,-0.050016876,30.7111721,30.41712189
3.316382647,0.043654333,-0.050016876,30.7111721,30.44757462
3.316382647,0.043654333,-0.050009843,30.7416153,30.37288284
3.316382647,0.043654333,-0.050009843,30.69760513,30.40333557
3.316690445,0.043654333,-0.05001336,30.72805214,30.46424675
3.316382647,0.043654333,-0.05001336,30.71449089,30.49469948
3.316382647,0.043654333,-0.05001336,30.56556702,30.42001152
3.316382647,0.043654333,-0.05001336,30.64002991,30.52515221
3.316382647,0.043654333,-0.05001336,30.64002991,30.37577438
3.316382647,0.043654333,-0.05001336,30.67047882,30.27061653
3.316382647,0.043654333,-0.05001336,30.59601784,30.40623283
3.316382647,0.043654333,-0.05001336,30.52155304,30.46714783
3.316382647,0.043654333,-0.050009843,30.5824604,30.39245605
3.316382647,0.043654333,-0.050009843,30.64336777,30.42291641
3.316382647,0.043654333,-0.050009843,30.6738224,30.51429749
3.316074848,0.043654333,-0.05001336,30.6738224,30.3786869
3.316382647,0.043654333,-0.05001336,30.73472977,30.4700737
3.316074848,0.043654333,-0.05001336,30.62981415,30.39538383
3.316382647,0.043654333,-0.05001336,30.75163841,30.42584801
3.316382647,0.043654333,-0.050009843,30.72118378,30.53099823
3.316074848,0.043654333,-0.05001336,30.75163841,30.56145668
3.316382647,0.043654333,-0.05001336,30.78209114,30.56145668
3.316382647,0.043654333,-0.050009843,30.67718315,30.56145668
3.316382647,0.043654333,-0.05001336,30.70763969,30.56145668
3.316074848,0.043654333,-0.05000281,30.73809814,30.54770088
3.316382647,0.043654333,-0.050006326,30.73809814,30.50348473
3.316382647,0.043654333,-0.05001336,30.79901314,30.35410118
3.316382647,0.043654333,-0.050009843,30.90391541,30.50348473
3.316382647,0.043654333,-0.05001336,30.75502205,30.53395081
3.316382647,0.043654333,-0.050009843,30.78548241,30.41504288
3.316074848,0.043654333,-0.05001336,30.85992813,30.3098774
3.316382647,0.043654333,-0.050009843,30.85992813,30.38457298
3.316382647,0.043654333,-0.05001336,30.71102905,30.38457298
3.316382647,0.043654333,-0.050009843,30.71102905,30.23517227
3.316382647,0.043654333,-0.050009843,30.71102905,30.19094276
3.316382647,0.043654333,-0.05001336,30.78548241,30.32659912
3.316382647,0.043654333,-0.050009843,30.74148941,30.26564789
3.316074848,0.043654333,-0.050009843,30.84640121,30.2518959
3.316074848,0.043654333,-0.05001336,30.69749641,30.20767021
3.316382647,0.043654333,-0.05001336,30.74148941,30.28237343
3.316074848,0.043654333,-0.050009843,30.72796249,30.41802406
3.316074848,0.043654333,-0.050009843,30.60950851,30.37380409
3.316382647,0.043654333,-0.05001336,30.74490166,30.46523285
3.316074848,0.043654333,-0.05001336,30.65692711,30.42102051
3.316382647,0.043654333,-0.050009843,30.79231834,30.42102051
3.316074848,0.043654333,-0.05001336,30.89723206,30.45150185
3.316074848,0.043654333,-0.050009843,30.71786499,30.45150185
3.316382647,0.043654333,-0.050009843,30.82278824,30.37681007
3.316382647,0.043654333,-0.05001336,30.82278824,30.45150185
3.316382647,0.043654333,-0.05001336,30.74833679,30.40728951
3.316074848,0.043654333,-0.05001336,30.85325432,30.46825027
3.316074848,0.043654333,-0.050009843,30.85325432,30.43777084
3.316074848,0.043654333,-0.050009843,30.91418839,30.43777084
3.316074848,0.043654333,-0.050009843,30.80927658,30.43777084
3.316382647,0.043654333,-0.050009843,30.83974457,30.46825027
3.316074848,0.043654333,-0.05001336,30.76529312,30.54293442
3.316074848,0.043654333,-0.050009843,30.87021637,30.49873161
3.316382647,0.043654333,-0.050009843,30.83974457,30.34934807
3.316074848,0.043654333,-0.050009843,30.83974457,30.42404175
3.316074848,0.043654333,-0.050016876,30.83974457,30.34934807
3.316382647,0.043654333,-0.050009843,30.83974457,30.42404175
3.316382647,0.043654333,-0.050009843,30.83974457,30.49873161
3.316382647,0.043654333,-0.05001336,30.87021637,30.42404175
3.316074848,0.043654333,-0.050016876,30.87021637,30.49873161
3.316074848,0.043654333,-0.05001336,30.94465828,30.57341385
3.316382647,0.043654333,-0.05001336,30.91418839,30.54293442
3.316074848,0.043654333,-0.050009843,30.83974457,30.57341385
3.316382647,0.043654333,-0.050020393,30.91418839,30.57341385
3.316074848,0.043654333,-0.050009843,30.83974457,30.57341385
3.316074848,0.043654333,-0.050009843,30.94465828,30.46825027
3.316074848,0.043654333,-0.050009843,30.91418839,30.49873161
3.316074848,0.043654333,-0.050009843,30.91418839,30.42404175
3.316382647,0.043654333,-0.05001336,30.87021637,30.49873161
3.316074848,0.043654333,-0.050006326,30.87021637,30.49873161
3.316074848,0.043654333,-0.050009843,30.94465828,30.4545269
3.316382647,0.043654333,-0.050009843,30.94465828,30.49873161
3.316074848,0.043654333,-0.05001336,30.90068626,30.42404175
3.316382647,0.043654333,-0.05001336,30.87021637,30.49873161
3.316074848,0.043654333,-0.05001336,30.87021637,30.4545269
3.316074848,0.043654333,-0.05001336,30.82624054,30.42404175
3.316074848,0.043654333,-0.050009843,30.82624054,30.4545269
3.316074848,0.043654333,-0.050009843,30.79576683,30.4545269
3.316074848,0.043654333,-0.05001336,30.79576683,30.34934807
3.316074848,0.043654333,-0.050009843,30.79576683,30.52921295
3.316074848,0.043654333,-0.05001336,30.87021637,30.37983322
3.316074848,0.043654333,-0.050009843,30.82624054,30.42404175
3.316074848,0.043654333,-0.050006326,30.85671234,30.37983322
3.316382647,0.043654333,-0.05001336,30.82624054,30.48500633
3.31576705,0.043654333,-0.050009843,30.82624054,30.48500633
3.316074848,0.043654333,-0.05001336,30.90068626,30.41031837
3.316074848,0.043654333,-0.05001336,30.82624054,30.4545269
3.316382647,0.043654333,-0.05001336,30.90068626,30.48500633
3.316074848,0.043654333,-0.050009843,30.78226471,30.51549149
3.316074848,0.043654333,-0.050009843,30.85671234,30.51549149
3.316074848,0.043654333,-0.050009843,30.78226471,30.44080162
3.316074848,0.043654333,-0.050009843,30.90068626,30.48500633
3.316074848,0.043654333,-0.050009843,30.85671234,30.37983322
3.316074848,0.043654333,-0.050027426,30.85671234,30.41031837
3.31576705,0.043654333,-0.05001336,30.82624054,30.37983322
3.316074848,0.043654333,-0.050009843,30.93115616,30.37983322
3.316074848,0.043654333,-0.05001336,30.79576683,30.42404175
3.316074848,0.043654333,-0.05001336,30.82624054,30.41031837
3.31576705,0.043654333,-0.050009843,30.93115616,30.48500633
3.316074848,0.043654333,-0.050009843,30.82624054,30.48500633
3.316074848,0.043654333,-0.050009843,30.82624054,30.34934807
3.316382647,0.043654333,-0.050009843,30.72131538,30.4545269
3.31576705,0.043654333,-0.050009843,30.87021637,30.4545269
3.316074848,0.043654333,-0.050006326,30.87021637,30.42404175
3.316074848,0.043654333,-0.050009843,30.82624054,30.37983322
3.316074848,0.043654333,-0.050006326,30.90068626,30.42404175
3.316074848,0.043654333,-0.050009843,30.90068626,30.48500633
3.31576705,0.043654333,-0.050006326,30.90068626,30.42404175
3.31576705,0.043654333,-0.05001336,30.90068626,30.4545269
3.316074848,0.043654333,-0.050009843,30.85671234,30.4545269
3.316074848,0.043654333,-0.050009843,30.82624054,30.34934807
3.316074848,0.043654333,-0.050009843,30.90068626,30.49873161
3.316074848,0.043654333,-0.050009843,30.90068626,30.42404175
3.31576705,0.043654333,-0.050009843,30.90068626,30.49873161
3.31576705,0.043654333,-0.05001336,30.94465828,30.52921295
3.31576705,0.043654333,-0.050009843,30.90068626,30.37983322
3.316074848,0.043654333,-0.050009843,30.87021637,30.42404175
3.31576705,0.043654333,-0.050009843,30.90068626,30.49873161
3.316074848,0.043654333,-0.050016876,30.94465828,30.4545269
3.316074848,0.043654333,-0.050009843,30.87021637,30.49873161
3.316074848,0.043654333,-0.050009843,30.94465828,30.42404175
3.31576705,0.043654333,-0.050009843,30.90068626,30.57341385
3.316074848,0.043654333,-0.050009843,30.94465828,30.42404175
3.316074848,0.043654333,-0.050009843,30.94465828,30.42404175
3.31576705,0.043654333,-0.05001336,30.94465828,30.49873161
3.316074848,0.043654333,-0.050009843,30.91418839,30.49873161
3.31576705,0.043654333,-0.050009843,30.91418839,30.39356041
3.316074848,0.043654333,-0.050009843,30.88372231,30.42404175
3.31576705,0.043654333,-0.050009843,30.83974457,30.43777084
3.316074848,0.043654333,-0.05001336,30.88372231,30.46825027
3.31576705,0.043654333,-0.050006326,30.88372231,30.49873161
3.316074848,0.043654333,-0.050009843,30.95816231,30.43777084
3.316074848,0.043654333,-0.050009843,30.92769623,30.40728951
3.31576705,0.043654333,-0.050009843,30.92769623,30.48197746
3.31576705,0.043654333,-0.050009843,30.89723206,30.48197746
3.316074848,0.043654333,-0.050009843,31.00213623,30.48197746
3.31576705,0.043654333,-0.050009843,30.89723206,30.5261879
3.316074848,0.043654333,-0.050009843,31.04610825,30.45150185
3.31576705,0.043654333,-0.05001336,31.04610825,30.37681007
3.31576705,0.043654333,-0.050009843,30.94120598,30.45150185
3.316074848,0.043654333,-0.050009843,31.04610825,30.5261879
3.316074848,0.043654333,-0.050009843,31.01564407,30.42102051
3.31576705,0.043654333,-0.050009843,31.01564407,30.46523285
3.31576705,0.043654333,-0.050009843,31.01564407,30.42102051
3.316074848,0.043654333,-0.050009843,30.98518372,30.46523285
3.316074848,0.043654333,-0.05001336,30.98518372,30.42102051
3.31576705,0.043654333,-0.050009843,30.99869919,30.43475914
3.31576705,0.043654333,-0.050009843,30.99869919,30.40427971
3.31576705,0.043654333,-0.050016876,30.96823883,30.43475914
3.31576705,0.043654333,-0.05001336,31.07312965,30.44849777
3.31576705,0.043654333,-0.050016876,30.93778038,30.37380409
3.31576705,0.043654333,-0.050016876,30.90731812,30.34332657
3.31576705,0.043654333,-0.050016876,30.90731812,30.52318382
3.31576705,0.043654333,-0.050016876,30.90731812,30.46223831
3.31576705,0.043654333,-0.050009843,30.90731812,30.26862907
3.31576705,0.043654333,-0.050009843,30.84640121,30.31284904
3.316074848,0.043654333,-0.05001336,30.95130157,30.32659912
3.316074848,0.043654333,-0.050009843,30.84640121,30.40129471
3.31576705,0.043654333,-0.05001336,30.89038467,30.40129471
3.31576705,0.043654333,-0.05001336,30.89038467,30.40129471
3.31576705,0.043654333,-0.050016876,30.93437004,30.2961216
3.316074848,0.043654333,-0.05001336,30.84640121,30.370821
3.316074848,0.043654333,-0.050009843,30.85992813,30.370821
3.316074848,0.043654333,-0.05001336,30.96482468,30.3403492
3.316074848,0.043654333,-0.050009843,30.93437004,30.23517227
3.31576705,0.043654333,-0.050009843,30.93437004,30.26564789
3.316074848,0.043654333,-0.05001336,30.93437004,30.41504288
3.316074848,0.043654333,-0.05001336,30.93437004,30.41504288
3.31576705,0.043654333,-0.050009843,30.82947159,30.3098774
3.31576705,0.043654333,-0.050009843,30.90391541,30.48973083
3.316074848,0.043654333,-0.05001336,30.85992813,30.23517227
3.31576705,0.043654333,-0.050009843,30.90391541,30.53395081
3.316074848,0.043654333,-0.050016876,30.90391541,30.3098774
3.31576705,0.043654333,-0.050009843,30.90391541,30.41504288
3.315459251,0.043654333,-0.050009843,30.90391541,30.38457298
3.31576705,0.043654333,-0.05001336,30.90391541,30.53395081
3.31576705,0.043654333,-0.050009843,30.82947159,30.3098774
3.31576705,0.043654333,-0.050009843,30.90391541,30.50348473
3.31576705,0.043654333,-0.050009843,30.94790268,30.57816696
3.31576705,0.043654333,-0.05001336,30.94790268,30.60863113
3.316074848,0.043654333,-0.050009843,30.94790268,30.50348473
3.31576705,0.043654333,-0.05001336,30.84300232,30.47301674
3.31576705,0.043654333,-0.050009843,30.88699532,30.54770088
3.31576705,0.043654333,-0.050009843,30.91744804,30.51723862
3.31576705,0.043654333,-0.05001336,30.85654259,30.59191895
